6692,atas,4406
7228,atas,4404
7357,atas,4406
7508,atas,4406
7572,atas,440x
7824,atas,4406
8045,atas,440x
8108,atas,4406
8391,atas,440x
8890,atas,4402
8913,atas,4406
8947,atas,4406
9181,atas,4406
9330,atas,440x
9421,atas,4406
9640,atas,440c
9758,atas,440x
9887,atas,440x
9974,atas,4406
10146,atas,4406
10303,atas,4406
10468,atas,4404
10716,atas,440x
11189,atas,4406
11345,atas,440d
11365,atas,4406
11676,atas,440d
11919,atas,440x
11971,atas,4406
12199,atas,440x
12539,atas,440x
12678,atas,440c
12804,atas,440c
13355,atas,4406
13532,atas,4406
13886,atas,4406
14110,atas,4404
14131,atas,4406
14292,atas,4404
14312,atas,4406
14335,atas,4406
14614,atas,4406
14746,atas,4404
15215,atas,4406
15244,atas,4406
15262,atas,440x
16070,atas,440d
16159,atas,440d
16514,atas,440x
16540,atas,440x
16578,atas,4404
16714,atas,440c
17074,atas,4406
17259,atas,440x
17276,atas,4406
17363,atas,4406
17384,atas,440x
17734,atas,4406
17983,atas,4406
18138,atas,4406
18521,atas,4406
18693,atas,4406
18758,atas,4406
18819,atas,440d
19018,atas,440x
19231,atas,4404
19656,atas,4406
19802,atas,4406
20462,atas,440x
20473,atas,4406
20753,atas,4406
20878,atas,440d
21120,atas,440x
21180,atas,440x
21515,atas,4404
21522,atas,4404
21669,atas,4406
21786,atas,440x
21807,atas,4406
21856,atas,4406
22476,atas,440x
23300,atas,4404
23356,atas,4406
23632,atas,440d
23650,atas,440x
23816,atas,4404
24497,atas,440c
24866,atas,440d
24916,atas,4406
25057,atas,440x
25073,atas,440x
25265,atas,4406
25506,atas,4406
25709,atas,4406
26644,atas,4406
26964,atas,4406
27117,atas,4406
27623,atas,440x
27661,atas,4404
27863,atas,4404
28934,atas,440x
29069,atas,4406
29083,atas,4406
29105,atas,4406
29430,atas,440x
29496,atas,440x
29918,atas,440x
30376,atas,440x
30659,atas,4404
30687,atas,4406
31622,atas,4406
31770,atas,4404
31929,atas,4406
31966,atas,4406
32085,atas,4406
32163,atas,4406
32327,atas,4403
32860,atas,4406
33089,atas,440c
33132,atas,4406
33532,atas,4406
33536,atas,4406
33761,atas,4406
33875,atas,4406
33878,atas,4406
34605,atas,4406
34662,atas,4406
34670,atas,4404
35510,atas,4406
35788,atas,4404
35839,atas,4406
35902,atas,4406
36365,atas,4406
36702,atas,440x
36957,atas,4406
37354,atas,4406
37512,atas,4406
37650,atas,4404
37869,atas,440x
38237,atas,440x
38252,atas,4406
38379,atas,440x
38405,atas,440x
38679,atas,4406
38911,atas,4403
39270,atas,440x
39440,atas,4406
39473,atas,440x
39527,atas,4406
39845,atas,4406
39973,atas,440x
40575,atas,4406
40615,atas,440x
40691,atas,4404
40735,atas,4406
40824,atas,4406
41052,atas,4404
41345,atas,440c
41584,atas,440x
41696,atas,4404
41832,atas,440x
41971,atas,440x
42089,atas,4406
42102,atas,440x
42167,atas,4402
42451,atas,4406
42610,atas,440c
42841,atas,440x
42951,atas,4406
43021,atas,4406
43146,atas,440x
43310,atas,4406
43920,atas,4406
44009,atas,440x
44343,atas,4406
44412,atas,4404
44432,atas,440x
44750,atas,4406
44813,atas,4406
45587,atas,440x
45639,atas,4406
45850,atas,440x
45910,atas,4406
46259,atas,440c
46532,atas,440x
46734,atas,440d
46751,atas,440x
47826,atas,4406
47985,atas,4406
48242,atas,4406
48320,atas,440x
48503,atas,4406
48682,atas,440x
48794,atas,4406
49682,atas,4406
49907,atas,440x
50383,atas,440x
50628,atas,4406
51078,atas,4406
51153,atas,4406
51499,atas,4406
51548,atas,4406
51964,atas,4406
51976,atas,4406
52519,atas,4406
52852,atas,4406
53040,atas,4404
53220,atas,440x
53374,atas,440d
53392,atas,4406
53640,atas,4406
54148,atas,4406
54156,atas,4406
54223,atas,4406
54378,atas,440d
54474,atas,4406
54541,atas,4406
54557,atas,440x
54642,atas,440x
54742,atas,4404
54743,atas,4406
54769,atas,4406
55095,atas,4404
55194,atas,440x
55297,atas,4406
55450,atas,4406
55742,atas,4406
55751,atas,4406
55782,atas,4406
55791,atas,4406
56137,atas,4406
56481,atas,4406
56596,atas,440x
56633,atas,4406
56946,atas,4406
57676,atas,4406
57751,atas,440x
58156,atas,4406
58298,atas,4404
58331,atas,440x
58685,atas,440x
58711,atas,440x
58729,atas,4406
58793,atas,4406
58813,atas,4406
58896,atas,4406
59093,atas,4406
59542,atas,440c
59742,atas,4406
60031,atas,4406
60325,atas,4402
60550,atas,4406
60721,atas,4406
60781,atas,440x
60982,atas,4406
61115,atas,440x
61119,atas,4406
61142,atas,4404
61621,atas,4406
61971,atas,440c
62196,atas,4404
62576,atas,4406
62585,atas,4406
62724,atas,440x
62942,atas,440x
62960,atas,4406
63248,atas,4406
63380,atas,4406
63381,atas,4406
63438,atas,4406
63833,atas,4403
63987,atas,440x
64004,atas,440d
64222,atas,4406
64898,atas,440x
65242,atas,4404
65398,atas,440x
65471,atas,440x
65596,atas,4404
65740,atas,4406
65841,atas,440x
65880,atas,440x
65991,atas,440x
66097,atas,4406
66156,atas,4406
66189,badan,140d
66193,badan,1403
66352,badan,1403
66408,badan,1403
66493,badan,1403
66529,badan,1403
66593,badan,1403
66617,badan,140d
66757,badan,1403
66828,badan,1403
66872,badan,140d
66893,badan,140d
67014,badan,140d
67019,badan,140d
67041,badan,1403
67079,badan,140d
67201,badan,140d
67284,badan,140d
67349,badan,1403
67434,badan,1401
67445,badan,140d
67459,badan,140d
67482,badan,140d
67492,badan,140d
67514,badan,1403
67560,badan,140d
67579,badan,140d
67776,badan,140d
67790,badan,1403
67794,badan,1403
67801,badan,1403
67826,badan,1403
67890,badan,140d
67922,badan,140d
67948,badan,140d
68004,badan,1403
68016,badan,140d
68046,badan,140d
68135,badan,140d
68164,badan,140d
68172,badan,1403
68280,badan,1403
68364,badan,140d
68378,badan,140d
68456,badan,140d
68559,badan,1403
68572,badan,140d
68593,badan,140d
68656,badan,1403
68812,badan,1403
68886,badan,140d
69121,badan,140d
69180,badan,140d
69190,badan,140d
69212,badan,140d
69224,badan,140d
69268,badan,1403
69289,badan,140d
69346,badan,140d
69432,badan,1403
69464,badan,1403
69502,badan,1403
69527,badan,1403
69538,badan,1403
69713,badan,140d
69716,badan,140d
69721,badan,1403
69811,badan,1403
69896,badan,140d
69949,badan,140d
70023,badan,1403
70082,badan,1403
70111,badan,140d
70215,badan,1403
70294,badan,140d
70307,badan,1403
70346,badan,1403
70513,badan,1403
70567,badan,140d
70595,badan,1403
70601,badan,1403
70681,badan,1403
70760,badan,140d
70785,badan,140d
70851,badan,140d
70917,badan,140d
70952,badan,1403
70988,badan,140d
70990,badan,1403
71163,badan,1403
71174,badan,1403
71237,badan,1403
71251,badan,1403
71296,badan,140d
71321,badan,1403
71413,badan,1403
71539,badan,140d
71561,badan,140d
71569,badan,140d
71676,badan,1403
71725,badan,1403
71814,badan,1403
71870,badan,1401
72068,badan,1403
72118,badan,140d
72127,badan,140d
72140,badan,1403
72152,badan,1403
72155,badan,1403
72158,badan,140d
72254,badan,1403
72403,badan,1403
72405,badan,1403
72423,badan,140d
72443,badan,1403
72587,badan,140d
72674,badan,1403
72675,badan,1403
72694,badan,1403
72705,badan,1403
72720,badan,1403
72797,badan,1403
72896,badan,1403
72951,badan,1403
72983,badan,140d
72996,badan,1403
72997,badan,140d
73045,badan,140d
73087,badan,1403
73111,badan,1403
73135,badan,140d
73179,badan,1403
73201,badan,140d
73228,badan,140d
73288,badan,140d
73380,badan,1403
73475,badan,1403
73576,badan,140d
73602,badan,140d
73627,badan,1403
73692,badan,1403
73732,badan,140d
73746,badan,140d
73749,badan,140d
73861,badan,140d
73964,badan,1403
74034,badan,1403
74068,badan,1403
74071,badan,140d
74137,badan,140d
74165,badan,140d
74166,badan,140d
74172,badan,140d
74191,badan,1403
74205,badan,140d
74241,badan,1403
74274,badan,1403
74291,badan,140d
74396,badan,140d
74417,badan,1403
74454,badan,140d
74475,badan,140d
74481,badan,140d
74559,badan,140d
74644,badan,1403
74737,badan,1403
74799,badan,140d
74857,badan,140d
74966,badan,1403
74977,badan,1403
75020,badan,1403
75022,badan,1403
75166,badan,1403
75185,badan,140d
75189,badan,1403
75269,badan,1403
75379,badan,1403
75400,badan,1403
75433,badan,1403
75482,badan,1401
75512,badan,1403
75513,badan,1403
75532,badan,1403
75544,badan,140d
75553,badan,140d
75557,badan,1403
75597,badan,140d
75660,badan,1403
75793,badan,140d
75821,badan,1403
75845,badan,140d
75971,badan,1403
76217,badan,1403
76282,badan,1403
76334,badan,140d
76345,badan,1403
76361,badan,1403
76384,badan,140d
76391,badan,140d
76578,badan,140d
76637,badan,1403
76639,badan,1403
76714,badan,1403
76739,badan,1403
76787,baru,390c
77113,baru,3901
77460,baru,3902
77587,baru,390x
77813,baru,390x
77825,baru,390x
77936,baru,390x
78116,baru,390x
78183,baru,3902
78285,baru,390x
78509,baru,3902
78512,baru,3902
78607,baru,390x
79117,baru,3902
79308,baru,3901
79422,baru,3901
79519,baru,3901
79567,baru,390x
79803,baru,390x
80009,baru,3901
80039,baru,3901
80071,baru,390x
80113,baru,390x
80243,baru,3902
80469,baru,3901
80810,baru,3901
80870,baru,3901
80895,baru,390x
80979,baru,3901
81317,baru,390x
81491,baru,390x
81619,baru,390c
81644,baru,390c
81837,baru,3901
81999,baru,390x
82001,baru,390x
82096,baru,390c
82111,baru,390c
82258,baru,3901
82278,baru,390c
82858,baru,390x
82872,baru,390x
83068,baru,3901
83084,baru,390x
83108,baru,3901
83404,baru,3901
83477,baru,3901
84324,baru,3901
84507,baru,390c
84520,baru,390x
84584,baru,390c
84869,baru,390x
84904,baru,390x
84943,baru,3902
85038,baru,390x
85358,baru,390x
85449,baru,390x
85595,baru,3901
85846,baru,390x
85895,baru,3901
85896,baru,3901
86058,baru,390x
86454,baru,3901
86688,baru,390x
86790,baru,390x
87052,baru,390x
87172,baru,390x
87235,baru,390c
87972,baru,390x
87979,baru,390x
87986,baru,3901
88456,baru,3901
88514,baru,3901
88615,baru,390x
88976,baru,390c
88978,baru,390c
89445,baru,390x
89710,baru,3902
89908,baru,3901
90038,baru,390x
90422,baru,3902
90460,baru,390x
90566,baru,3901
90699,baru,390x
90987,baru,390c
91321,baru,3901
91398,baru,3901
91745,baru,3901
91839,baru,390x
91890,baru,390x
91973,baru,3901
92166,baru,390x
92779,baru,3901
92910,baru,390x
93113,baru,3901
93168,baru,390x
93768,baru,3901
93968,baru,390c
94061,baru,3901
94097,baru,3901
94353,baru,3901
94780,baru,390x
94956,baru,390x
95318,baru,3901
95424,baru,390c
95473,baru,390x
95554,baru,3902
95918,baru,390c
96002,baru,3901
96070,baru,390x
96171,baru,3901
96957,baru,3901
97094,baru,3902
97395,baru,390x
97444,baru,3901
97461,baru,3901
97724,baru,390x
97959,baru,3901
97995,baru,3901
98004,baru,390c
98374,baru,390c
98684,baru,3901
98836,baru,3901
99050,baru,3901
99146,baru,3901
99343,baru,390x
99463,baru,390x
99582,baru,390x
99891,baru,3902
99894,baru,3901
100379,baru,3901
100772,baru,390x
100910,baru,390x
101158,baru,3902
101181,baru,3902
101242,baru,3901
101503,baru,3901
102020,baru,3902
102292,baru,390x
102516,baru,3902
102533,baru,390x
103019,baru,3901
103108,baru,3901
103472,baru,3901
103491,baru,390x
103654,baru,3901
103869,baru,390x
104188,baru,390x
104241,baru,390c
104292,baru,3901
104350,baru,390x
104465,baru,3901
104720,baru,3901
104775,baru,390x
104968,baru,390x
105135,baru,390x
105139,baru,3901
105378,baru,390x
105461,baru,3901
105518,baru,390x
106197,baru,390c
106229,baru,3901
106366,baru,3901
106889,baru,3901
107140,baru,3902
107222,baru,3901
107280,baru,3901
107652,baru,3901
107856,baru,3901
107875,baru,390x
107928,baru,390x
108051,baru,3901
108133,baru,390c
108237,baru,3902
108642,baru,3901
110330,baru,3901
110344,baru,390x
110377,baru,390x
110662,baru,390x
110731,baru,3901
111012,baru,390x
111058,baru,390c
111269,baru,3901
111460,baru,390x
111531,baru,3901
111790,baru,3901
112191,baru,3901
112447,baru,3901
112505,baru,390c
112612,baru,390x
112708,baru,390c
112725,baru,390x
112743,baru,390x
113041,baru,3901
113121,baru,3901
113128,baru,3901
113498,baru,390c
113866,baru,390x
113872,baru,3901
114336,baru,390x
114498,baru,3902
114770,baru,3901
115233,baru,3901
115260,baru,390x
115283,baru,3901
115298,baru,3901
116241,baru,3901
116296,baru,3901
116358,baru,3902
116560,baru,3901
116710,baru,390x
116959,baru,390x
117072,baru,3901
117254,baru,3901
117492,baru,390x
117661,baru,3902
117715,baru,3902
117841,baru,390x
117851,baru,390c
117922,baru,390c
118060,baru,390c
118129,baru,390x
118267,baru,3901
118529,baru,3901
118716,baru,3901
119446,baru,390x
119479,baru,3901
119518,baru,3901
119826,baru,390x
119832,baru,3901
119882,baru,390c
120034,baru,390c
120351,baru,390x
120455,baru,3901
120725,baru,390c
121096,baru,3901
121120,baru,3901
121167,baru,390c
121510,baru,390x
121622,baru,390x
121826,baru,3901
121940,baru,3901
122042,baru,3901
122077,baru,3901
122266,baru,390x
122506,baru,3901
122507,baru,3901
122526,baru,390x
122795,baru,390x
122810,baru,390c
122892,baru,3902
122982,baru,3901
123051,baru,3901
123585,baru,390x
123763,baru,3901
124037,baru,3901
124039,baru,390x
124119,baru,390c
124411,baru,390x
124507,baru,390x
124678,baru,390c
124747,berat,520d
124763,berat,520d
124791,berat,520d
124845,berat,5201
124959,berat,520d
125012,berat,520d
125070,berat,5201
125073,berat,5201
125076,berat,520d
125078,berat,5201
125088,berat,520d
125094,berat,520d
125167,berat,5201
125177,berat,520d
125182,berat,520d
125186,berat,520d
125261,berat,5201
125322,berat,5201
125325,berat,5201
125383,berat,5201
125416,berat,5201
125456,berat,520d
125477,berat,520d
125493,berat,5201
125495,berat,5201
125497,berat,5201
125502,berat,5201
125535,berat,5201
125569,berat,520d
125608,berat,520d
125643,berat,520d
125684,berat,520d
125695,berat,5201
125728,berat,5201
125784,berat,520d
125831,berat,520d
125835,berat,5201
125843,berat,520d
125879,berat,520d
125908,berat,5201
125913,berat,520d
125917,berat,5201
125943,berat,520d
125979,berat,5201
125988,berat,520d
126030,berat,520d
126034,berat,520d
126051,berat,520d
126134,berat,520d
126183,berat,520d
126206,berat,5201
126246,berat,520d
126250,berat,520d
126256,berat,520d
126257,berat,520d
126277,berat,520d
126300,berat,520d
126303,berat,520d
126316,berat,520d
126365,berat,520d
126394,berat,520d
126409,berat,520d
126457,berat,520d
126535,berat,520d
126552,berat,520d
126572,berat,520d
126726,berat,5201
126734,berat,5201
126750,berat,520d
126822,berat,520d
126957,berat,520d
126972,berat,520d
126980,berat,5201
126982,berat,520d
126989,berat,520d
127031,berat,520d
127097,berat,520d
127190,berat,520d
127210,berat,520d
127248,berat,5201
127299,berat,5201
127303,berat,520d
127345,berat,520d
127399,berat,520d
127433,berat,520d
127436,berat,520d
127445,berat,520d
127486,berat,520d
127530,berat,5201
127560,berat,5201
127644,berat,5201
127692,berat,5201
127702,berat,520d
127797,berat,520d
127870,berat,520d
127877,berat,5201
127932,berat,520d
127956,berat,520d
127960,berat,5201
127980,berat,520d
128031,berat,5201
128038,berat,5201
128151,berat,520x
128161,berat,520d
128173,berat,5201
128177,berat,5201
128180,berat,5201
128242,berat,520d
128276,berat,520d
128287,berat,520d
128352,berat,5201
128353,berat,520d
128373,berat,5201
128379,berat,520d
128387,berat,520x
128408,berat,520d
128432,berat,520d
128523,berat,520d
128599,berat,5201
128636,berat,520d
128638,berat,520d
128652,berat,520d
128750,berat,520d
128771,berat,520d
128786,berat,520d
128849,berat,520d
128876,berat,520d
128887,berat,5201
128922,berat,520d
128955,berat,520d
128960,berat,520d
128979,berat,520d
129006,berat,520d
129062,berat,5201
129081,berat,5201
129097,berat,520d
129113,berat,520d
129147,berat,520d
129181,berat,520d
129194,berat,520d
129208,berat,520d
129217,berat,520d
129218,berat,520d
129241,berat,520d
129267,berat,520d
129282,berat,5201
129307,berat,520d
129321,berat,520d
129328,berat,5201
129329,berat,5201
129345,berat,520d
129348,berat,520d
129373,berat,520d
129385,berat,520d
129409,berat,520d
129416,berat,520d
129418,berat,520d
129428,berat,520d
129438,berat,520d
129563,berat,520d
129601,berat,520d
129614,berat,520d
129628,berat,520d
129672,berat,5201
129715,berat,5201
129724,berat,520d
129762,berat,5201
129770,berat,520d
129771,berat,520d
129817,berat,520d
129849,berat,520d
129893,berat,5201
129912,berat,520d
129924,berat,520d
129937,berat,5201
130045,berat,5201
130046,berat,520d
130072,berat,5201
130073,berat,520d
130077,berat,520d
130204,berat,520d
130216,berat,520d
130254,berat,520d
130264,berat,520d
130274,berat,520d
130280,berat,520d
130298,berat,520d
130339,berat,5201
130353,berat,5201
130356,berat,520d
130422,berat,520d
130449,berat,5201
130464,berat,520d
130486,berat,520d
130526,berat,520d
130533,berat,520d
130567,berat,520d
130568,berat,5201
130581,berat,520d
130622,berat,520d
130641,berat,5201
130655,berat,5201
130684,berat,520d
130707,berat,520d
130711,berat,520d
130726,berat,520d
130748,berat,520d
130753,berat,5201
130786,berat,520d
130797,berat,520d
130819,berat,520d
130861,berat,520d
130886,berat,520d
130922,berat,520d
130946,berat,5201
130971,berat,5201
130995,berat,5201
131050,berat,5201
131052,berat,520d
131053,berat,520d
131146,berat,520d
131151,berat,5201
131157,berat,520d
131188,berat,520d
131239,berat,520d
131274,berat,520d
131324,berat,520d
131354,berat,520d
131375,berat,520d
131382,berat,520d
131388,berat,5201
131400,berat,5201
131421,berat,520d
131432,berat,520d
131436,berat,520d
131493,berat,520d
131502,berat,520d
131622,berat,520d
131655,berat,520d
131665,berat,520d
131704,berat,5201
131717,berat,520d
131755,berat,5201
131768,berat,520d
131830,besar,540a
132060,besar,5406
132971,besar,540a
133310,besar,540x
133378,besar,5406
133727,besar,540a
133789,besar,540a
133974,besar,5406
134135,besar,5406
134252,besar,5406
134454,besar,540a
134554,besar,540a
135223,besar,5406
135297,besar,540a
135415,besar,540x
135462,besar,5406
135604,besar,5406
135846,besar,540a
135950,besar,5406
136227,besar,5406
136429,besar,5406
136668,besar,540x
136920,besar,5406
137357,besar,540a
137402,besar,5406
138070,besar,5406
138110,besar,540a
138135,besar,540a
138227,besar,540a
138523,besar,540a
138711,besar,540a
138969,besar,5406
139148,besar,5406
139160,besar,540x
139201,besar,5406
139236,besar,5406
139341,besar,5406
139389,besar,540a
139578,besar,5406
139910,besar,540x
140040,besar,5406
140072,besar,5406
140096,besar,540a
140128,besar,5406
140140,besar,540a
140380,besar,5406
140410,besar,5406
140548,besar,540a
140699,besar,5406
141091,besar,5406
141140,besar,5406
141873,besar,5406
141893,besar,540a
141924,besar,5406
142025,besar,5406
142077,besar,5406
142081,besar,5406
142412,besar,5406
142582,besar,5406
142801,besar,5406
143007,besar,540a
143176,besar,5406
143556,besar,5406
143671,besar,540a
143702,besar,540a
144491,besar,5406
144638,besar,540a
144777,besar,5406
144874,besar,5406
145331,besar,5406
145733,besar,540a
146229,besar,540x
147124,besar,5405
147174,besar,540a
147293,besar,540a
147618,besar,540a
147962,besar,540a
148108,besar,540a
148334,besar,5406
148466,besar,540b
148467,besar,5406
148498,besar,540a
148585,besar,540a
148859,besar,5405
148979,besar,5406
149100,besar,540x
149232,besar,540a
149625,besar,5406
149720,besar,5406
150052,besar,5406
150398,besar,5406
150509,besar,540b
150785,besar,540a
150810,besar,5406
151161,besar,5406
151602,besar,540a
151890,besar,540b
151996,besar,5406
152514,besar,540a
152565,besar,540a
152631,besar,540b
152636,besar,5406
152946,besar,540a
154453,besar,5406
154467,besar,5406
154568,besar,5406
155057,besar,5406
155086,besar,540a
155178,besar,540a
155290,besar,5406
155360,besar,5406
155488,besar,5406
155725,besar,540a
155820,besar,540x
155844,besar,540a
155872,besar,5406
155930,besar,540a
156087,besar,540a
156450,besar,540a
156582,besar,5406
156612,besar,5406
156616,besar,5406
156641,besar,5406
157028,besar,540a
157364,besar,540a
157653,besar,5406
157723,besar,540a
157818,besar,5406
158619,besar,540a
158887,besar,540a
159485,besar,5406
159634,besar,5406
159652,besar,5406
159697,besar,5406
159713,besar,5406
160082,besar,540a
160119,besar,540a
160168,besar,540a
160280,besar,5405
160363,besar,5406
160552,besar,540a
161111,besar,5406
161133,besar,5406
161322,besar,540a
161511,besar,5406
161656,besar,540a
161876,besar,540a
162037,besar,5406
162732,besar,540x
163101,besar,540a
163425,besar,5406
163452,besar,5406
163788,besar,5406
164278,besar,540a
164428,besar,5406
164475,besar,540a
164732,besar,5406
164996,besar,540a
165065,besar,540b
165080,besar,5406
165307,besar,5406
165620,besar,540a
165987,besar,5406
166299,besar,5406
166721,besar,540a
166797,besar,5406
166924,besar,540a
167176,besar,5406
167288,besar,540x
167427,besar,5406
167870,besar,5406
167994,besar,5406
168352,besar,5406
168925,besar,540a
169631,besar,540a
169720,besar,5406
170039,besar,5406
170633,besar,5406
170745,besar,5406
171181,besar,540a
171459,besar,5406
171473,besar,5406
171663,besar,540a
172549,besar,540a
172843,besar,5406
173037,besar,5406
173156,besar,5406
173284,besar,540b
173901,besar,540x
174678,besar,5406
174722,besar,540a
174968,besar,5406
175081,besar,540a
175377,besar,5406
175414,besar,5406
176091,besar,540a
176180,besar,5406
176386,besar,5406
176557,besar,5406
176704,besar,5406
176854,besar,540a
176902,besar,5406
177275,besar,5406
177570,besar,540x
178146,besar,5406
179173,besar,5406
179660,besar,5406
179796,besar,5406
179984,besar,540a
180284,besar,540a
180286,besar,540a
180307,besar,540x
180399,besar,5406
181292,besar,540a
181568,besar,540a
181799,besar,5406
181846,besar,540a
182463,besar,540a
182522,besar,540a
182604,besar,5406
183117,besar,540a
183121,besar,540a
183247,besar,540b
183248,besar,5406
183635,besar,540a
183992,besar,5406
184148,besar,540a
184161,besar,5406
184213,besar,5406
184444,besar,5406
184666,besar,5406
184957,besar,5406
184977,besar,540a
185389,besar,5406
185957,besar,5406
186173,besar,540a
186442,besar,5406
186623,besar,5406
186626,besar,5406
186693,besar,5406
186698,besar,5406
186939,besar,5406
187089,besar,5406
187452,besar,5406
187524,besar,540a
187669,besar,540b
187692,besar,540x
187827,besar,5406
188215,besar,5406
188217,besar,5406
188270,besar,5406
188501,besar,5406
188525,besar,540a
188776,besar,5406
189674,besar,540a
189852,besar,540a
189993,besar,5406
190041,besar,540a
190164,besar,540a
190362,besar,5406
191060,besar,5406
191071,besar,540a
191424,besar,540b
191451,besar,5406
191473,besar,5406
191938,besar,5406
192384,besar,5405
192516,besar,5406
192855,besar,540a
192951,besar,5406
193100,besar,5406
193301,besar,5406
193445,besar,540a
193596,besar,540a
193825,besar,5406
194039,besar,5406
194161,besar,540a
194294,besar,540a
194705,besar,540a
194777,besar,5406
195222,besar,540a
195253,besar,540a
195834,besar,5406
195861,besar,5406
196124,besar,5406
196269,besar,5406
196280,besar,540a
197156,besar,5406
197214,besar,540a
197219,besar,540a
197524,besar,540a
197703,besar,5406
197734,besar,5406
197856,besar,5406
198127,besar,540a
198212,besar,5406
198235,besar,5406
199057,besar,540a
199290,besar,540a
199424,besar,540a
199460,besar,540a
199562,besar,5406
199668,besar,5406
199954,besar,5406
200284,besar,5406
200469,besar,5406
200537,besar,5406
200851,besar,540a
201252,besar,540x
201310,besar,5406
201539,bidang,180c
201548,bidang,180c
201739,bidang,180c
201799,bidang,1802
201896,bidang,180c
201946,bidang,180c
201960,bidang,180c
202100,bidang,180c
202104,bidang,180c
202133,bidang,1802
202235,bidang,1802
202369,bidang,180c
202665,bidang,180c
202698,bidang,180c
202784,bidang,1802
202787,bidang,1802
202877,bidang,180c
202886,bidang,180c
202938,bidang,180c
202995,bidang,1802
203026,bidang,180c
203056,bidang,180c
203167,bidang,1802
203185,bidang,180c
203187,bidang,180c
203250,bidang,1802
203430,bidang,180c
203478,bidang,180c
203532,bidang,1803
203612,bidang,180c
203677,bidang,180c
203875,bidang,180c
203989,bidang,1802
204065,bidang,180c
204370,bidang,180c
204416,bidang,1802
204534,bidang,1802
204630,bidang,1802
204650,bidang,1802
204744,bidang,1802
204757,bidang,1802
204798,bidang,180c
204803,bidang,180c
204811,bidang,1802
204845,bidang,180c
204858,bidang,180c
204871,bidang,180c
204876,bidang,1802
205045,bidang,180c
205111,bidang,180c
205158,bidang,180c
205195,bidang,180c
205232,bidang,1802
205286,bidang,1802
205307,bidang,1802
205599,bidang,1802
205629,bidang,180c
205634,bidang,1802
205720,bidang,180c
205954,bidang,180c
205988,bidang,1802
205993,bidang,180c
206146,bidang,1801
206150,bidang,180c
206405,bidang,180c
206444,bidang,180c
206470,bidang,1802
206591,bidang,1802
206839,bidang,180c
206841,bidang,1802
206886,bidang,1802
206896,bidang,180c
206992,bidang,180c
207157,bidang,180c
207231,bidang,1802
207238,bidang,1802
207439,bidang,180c
207470,bidang,1802
207491,bidang,180c
207544,bidang,1802
207681,bidang,180c
207731,bidang,1802
207793,bidang,1802
207823,bidang,1802
207887,bidang,180c
207894,bidang,1802
207992,bidang,180c
208024,bidang,1802
208084,bidang,180c
208090,bidang,1802
208162,bidang,180c
208181,bidang,1802
208247,bidang,1802
208288,bidang,1802
208320,bidang,1802
208366,bidang,1802
208454,bidang,1802
208528,bidang,180c
208555,bidang,180c
208599,bidang,180c
208661,bidang,1802
